id,target_text,whisper_text,wer,substitutions,deletions,insertions,hits,audio_duration_s,latency_s,is_success,error
common_voice_en_17277080-common_voice_en_17277082,"Salmon is one of the most popular fish and very delicious, though usually not sustainable.","Salmon is one of the most popular fish and very delicious, though usually not sustainable.",0.000000,0,0,0,15,5.8240,0.0000,True,
common_voice_en_17277080-common_voice_en_17277083,"Salmon is one of the most popular fish and very delicious, though usually not sustainable.","Salmon is one of the most popular fish and very delicious, though usually not sustainable.",0.000000,0,0,0,15,5.8240,0.0000,True,
common_voice_en_17278904-common_voice_en_17278905,"Valuable or not, if he becomes a liability, I'll be forced to clean up after you.","Valuable or not, if he becomes a liability, I'll be forced to clean up after you.",0.000000,0,0,0,17,5.9733,0.0000,True,
common_voice_en_17278904-common_voice_en_17278909,"Valuable or not, if he becomes a liability, I'll be forced to clean up after you.","Valuable or not, if he becomes a liability, I'll be forced to clean up after you.",0.000000,0,0,0,17,5.9733,0.0000,True,
common_voice_en_17281385-common_voice_en_17281386,The hotel gives some complimentary water bottles to drink.,The hotel gives some complimentary water bottles to drink.,0.000000,0,0,0,9,4.4309,0.0000,True,
common_voice_en_17281385-common_voice_en_17281393,The hotel gives some complimentary water bottles to drink.,The hotel gives some complimentary water bottles to drink.,0.000000,0,0,0,9,4.4309,0.0000,True,
common_voice_en_17288057-common_voice_en_17288056,"They both stormed out, neither thinking to fill me in on where they were going.",They both stormed out. Neither thinking to fill me in on where they were going.,0.000000,0,0,0,15,4.2273,0.0000,True,
common_voice_en_17288057-common_voice_en_17288059,"They both stormed out, neither thinking to fill me in on where they were going.",They both stormed out. Neither thinking to fill me in on where they were going.,0.000000,0,0,0,15,4.2273,0.0000,True,
common_voice_en_17324784-common_voice_en_17324785,Not everything that is faced can be changed; but nothing can be changed until it is faced.,"Not everything that is faced can be changed, but nothing can be changed until it is faced.",0.000000,0,0,0,17,5.3048,0.0000,True,
common_voice_en_17324784-common_voice_en_17324786,Not everything that is faced can be changed; but nothing can be changed until it is faced.,"Not everything that is faced can be changed, but nothing can be changed until it is faced.",0.000000,0,0,0,17,5.3048,0.0000,True,
common_voice_en_17347410-common_voice_en_17347409,"If possible, we'd like the papers a week before and after each of these dates please.","If possible, we'd like the papers a week before and after each of these dates, please.",0.000000,0,0,0,17,3.8689,0.0000,True,
common_voice_en_17352169-common_voice_en_17352173,"Mrs. Travis, when I leave my kids in kindergarten, I expect you to supervise them.","Mrs. Travis, when I leave my kids in kindergarten, I expect you to supervise them.",0.000000,0,0,0,15,7.8669,0.0000,True,
common_voice_en_173534-common_voice_en_173537,"Lions hunt their prey with sprints, whereas wolves take advantage of their stamina.","Lions hunt their prey with sprints, whereas wolves take advantage of their stamina.",0.000000,0,0,0,13,4.7893,0.0000,True,
common_voice_en_173534-common_voice_en_173540,"Lions hunt their prey with sprints, whereas wolves take advantage of their stamina.","Lions hunt their prey with sprints, whereas wolves take advantage of their stamina.",0.000000,0,0,0,13,4.7893,0.0000,True,
common_voice_en_17369337-common_voice_en_17369336,Curiosity killed the cat; Satisfaction brought it back.,Curiosity killed the cat. Satisfaction brought it back.,0.000000,0,0,0,8,4.2000,0.0000,True,
common_voice_en_17369851-common_voice_en_17369849,"It's a nice walk though, with trees and a river and stuff.","It's a nice walk, though, with trees and a river and stuff.",0.000000,0,0,0,13,4.7200,0.0000,True,
common_voice_en_17375252-common_voice_en_17375256,"Let it burn, it gives us warmth and comfort.",Let it burn. It gives us warmth and comfort.,0.000000,0,0,0,9,3.5051,0.0000,True,
common_voice_en_17380945-common_voice_en_17380947,Verify if the configuration file is valid.,Verify if the configuration file is valid.,0.000000,0,0,0,7,3.4059,0.0000,True,
common_voice_en_17389076-common_voice_en_17389120,"Kenneth reacted badly to the steroids, he's under observation for the next hour.",Kenneths reacted badly to the steroids. He's under observation for the next hour.,0.071429,1,0,0,13,4.7486,0.0000,True,
common_voice_en_17389984-common_voice_en_17389987,"She wasn't home, a neighbour said that he didn't think she came in last night.",She wasn't home. A neighbor said that he didn't think she came in last night.,0.000000,0,0,0,17,4.2133,0.0000,True,
common_voice_en_17389984-common_voice_en_17389988,"She wasn't home, a neighbour said that he didn't think she came in last night.",She wasn't home. A neighbor said that he didn't think she came in last night.,0.000000,0,0,0,17,4.2133,0.0000,True,
common_voice_en_17401431-common_voice_en_17401433,"Not specifically no, he only gave me the gist of his research the one time I spoke to him.","Not specifically. No, he only gave me the gist of his research the one time I spoke to him.",0.000000,0,0,0,19,4.9420,0.0000,True,
common_voice_en_17406452-common_voice_en_17406455,"The combination of trumpets, violins and a drum set is quite unusual.","The combination of trumpets, violins, and a drum set is quite unusual.",0.000000,0,0,0,12,4.0107,0.0000,True,
common_voice_en_17406452-common_voice_en_17406466,"The combination of trumpets, violins and a drum set is quite unusual.","The combination of trumpets, violins, and a drum set is quite unusual.",0.000000,0,0,0,12,4.0107,0.0000,True,
common_voice_en_17406732-common_voice_en_17406734,"The more you read, the better you will be understood.","The more you read, the better you will be understood.",0.000000,0,0,0,10,3.3264,0.0000,True,
common_voice_en_17406732-common_voice_en_17406735,"The more you read, the better you will be understood.","The more you read, the better you will be understood.",0.000000,0,0,0,10,3.3264,0.0000,True,
common_voice_en_17429166-common_voice_en_17429168,"When he was in hospital, the nurse took an x-ray photograph of his arm.","When he was in hospital, the nurse took an X-ray photograph of his arm.",0.000000,0,0,0,15,5.1051,0.0000,True,
common_voice_en_17429166-common_voice_en_17429171,"When he was in hospital, the nurse took an x-ray photograph of his arm.","When he was in hospital, the nurse took an X-ray photograph of his arm.",0.000000,0,0,0,15,5.1051,0.0000,True,
common_voice_en_17442686-common_voice_en_17442688,"""You're a good lad, you know?"" he told his son with stern eyes.","You're a good lad, you know,"" he told his son with stern eyes.",0.000000,0,0,0,14,3.3298,0.0000,True,
common_voice_en_17444666-common_voice_en_17444667,"Before we begin with the actual baptism, let's renew our creed.","Before we begin with the actual baptism, let's renew our creed.",0.000000,0,0,0,12,3.5200,0.0000,True,
common_voice_en_17444666-common_voice_en_17444668,"Before we begin with the actual baptism, let's renew our creed.","Before we begin with the actual baptism, let's renew our creed.",0.000000,0,0,0,12,3.5200,0.0000,True,
common_voice_en_17451108-common_voice_en_17451109,"Nora finds herself ugly, because she has pimples.",Nora finds herself ugly because she has pimples.,0.000000,0,0,0,8,3.7227,0.0000,True,
common_voice_en_17502-common_voice_en_17503,"Not only did he manage to do it, he did it professionally!","Not only did he manage to do it, he did it professionally.",0.000000,0,0,0,12,5.3813,0.0000,True,
common_voice_en_17519982-common_voice_en_17519985,"In general, people have difficulties estimating risks correctly.","In general, people have difficulties estimating risks correctly.",0.000000,0,0,0,8,4.5135,0.0000,True,
common_voice_en_17519982-common_voice_en_17519988,"In general, people have difficulties estimating risks correctly.","In general, people have difficulties estimating risks correctly.",0.000000,0,0,0,8,4.5135,0.0000,True,
common_voice_en_175348-common_voice_en_175349,That’s because I want to remove the old grout from the bathroom tile.,That's because I want to remove the old grout from the bathroom tile.,0.071429,1,0,0,13,4.1406,0.0000,True,
common_voice_en_175348-common_voice_en_175350,That’s because I want to remove the old grout from the bathroom tile.,That's because I want to remove the old grout from the bathroom tile.,0.071429,1,0,0,13,4.1406,0.0000,True,
common_voice_en_17578783-common_voice_en_17578780,"Check whether the website is funded by ads, donations, or others.","Check whether the website is funded by ads, donations, or others.",0.000000,0,0,0,11,3.7846,0.0000,True,
common_voice_en_17578783-common_voice_en_17578781,"Check whether the website is funded by ads, donations, or others.","Check whether the website is funded by ads, donations, or others.",0.000000,0,0,0,11,3.7846,0.0000,True,
common_voice_en_17662945-common_voice_en_17662954,"At the airport, the woman threw herself into revision for college so she could experience university.","At the airport, the woman threw herself into revision for college, so she could experience university.",0.000000,0,0,0,16,7.2213,0.0000,True,
common_voice_en_17662945-common_voice_en_17662956,"At the airport, the woman threw herself into revision for college so she could experience university.","At the airport, the woman threw herself into revision for college, so she could experience university.",0.000000,0,0,0,16,7.2213,0.0000,True,
common_voice_en_17718576-common_voice_en_17718578,"Since I've gotten a dog, the regular visits of the fox have stopped.","Since I've gotten a dog, the regular visits of the fox have stopped.",0.000000,0,0,0,14,3.5576,0.0000,True,
common_voice_en_17727889-common_voice_en_17727904,Such an oscillating dipole moment can exchange energy with an electromagnetic wave of same frequency.,Such an oscillating dipole moment can exchange energy with an electromagnetic wave of same frequency.,0.000000,0,0,0,15,6.8094,0.0000,True,
common_voice_en_17727889-common_voice_en_17727905,Such an oscillating dipole moment can exchange energy with an electromagnetic wave of same frequency.,Such an oscillating dipole moment can exchange energy with an electromagnetic wave of same frequency.,0.000000,0,0,0,15,6.8094,0.0000,True,
common_voice_en_17729945-common_voice_en_17729943,"Other energy sources receive subsidies as well, often much higher.","Other energy sources receive subsidies as well, often much higher.",0.000000,0,0,0,10,3.9869,0.0000,True,
common_voice_en_17729945-common_voice_en_17729944,"Other energy sources receive subsidies as well, often much higher.","Other energy sources receive subsidies as well, often much higher.",0.000000,0,0,0,10,3.9869,0.0000,True,
common_voice_en_17736608-common_voice_en_17736610,I was told by my instructor to use a nichrome wire to burn metal solids.,I was told by my instructor to use a nichrome wire to burn metal solids.,0.000000,0,0,0,15,5.8027,0.0000,True,
common_voice_en_17738848-common_voice_en_17744571,Might others within your organisation have some inkling as to their desires?,Might others within your organization have some inkling as to their desires?,0.000000,0,0,0,12,5.0518,0.0000,True,
common_voice_en_17738848-common_voice_en_19083939,Might others within your organisation have some inkling as to their desires?,Might others within your organization have some inkling as to their desires?,0.000000,0,0,0,12,5.0518,0.0000,True,
common_voice_en_17781154-common_voice_en_17781153,"Darling, could you grab me some throat candy down at the local chemist?","Darling, could you grab me some throat candy down at the local chemist?",0.000000,0,0,0,13,3.7173,0.0000,True,
common_voice_en_17784-common_voice_en_17785,Nobody knows how much ammunition the military has in its checkpoints.,Nobody knows how much ammunition the military has in its checkpoints.,0.000000,0,0,0,11,4.5227,0.0000,True,
common_voice_en_17784-common_voice_en_17786,Nobody knows how much ammunition the military has in its checkpoints.,Nobody knows how much ammunition the military has in its checkpoints.,0.000000,0,0,0,11,4.5227,0.0000,True,
common_voice_en_177895-common_voice_en_177894,Several people are walking out in the spotlight.,Several people are walking out in the spotlight.,0.000000,0,0,0,8,3.5840,0.0000,True,
common_voice_en_177895-common_voice_en_177898,Several people are walking out in the spotlight.,Several people are walking out in the spotlight.,0.000000,0,0,0,8,3.5840,0.0000,True,
common_voice_en_17817002-common_voice_en_17817003,"Two hundred years after founding, the town got the right to mint its own coin.","Two hundred years after founding, the town got the right to mint its own coin.",0.000000,0,0,0,14,4.3680,0.0000,True,
common_voice_en_17817002-common_voice_en_17817005,"Two hundred years after founding, the town got the right to mint its own coin.","Two hundred years after founding, the town got the right to mint its own coin.",0.000000,0,0,0,14,4.3680,0.0000,True,
common_voice_en_17830764-common_voice_en_17830762,Fortunately its not the sole driving factor of the local economy.,"Fortunately, it's not the sole driving factor of the local economy.",0.181818,1,0,1,10,4.0140,0.0000,True,
common_voice_en_17830764-common_voice_en_17830783,Fortunately its not the sole driving factor of the local economy.,"Fortunately, it's not the sole driving factor of the local economy.",0.181818,1,0,1,10,4.0140,0.0000,True,
common_voice_en_17837104-common_voice_en_17837105,Many mountain ranges on earth are named Sierra Nevada.,Many mountain ranges on Earth are named Sierra Nevada.,0.000000,0,0,0,9,3.1795,0.0000,True,
common_voice_en_17851231-common_voice_en_17851248,The stems of the tall glasses cracked and broke.,The stems of the tall glasses cracked and broke.,0.000000,0,0,0,9,3.1840,0.0000,True,
common_voice_en_17851231-common_voice_en_17851256,The stems of the tall glasses cracked and broke.,The stems of the tall glasses cracked and broke.,0.000000,0,0,0,9,3.1840,0.0000,True,
common_voice_en_17854896-common_voice_en_17854894,Albert Einstein's famous equation E equals MC squared is one of the best known equations in physics.,"Albert Einstein's famous equation, E equals MC squared, is one of the best-known equations in physics.",0.000000,0,0,0,18,6.8831,0.0000,True,
common_voice_en_17854896-common_voice_en_17854897,Albert Einstein's famous equation E equals MC squared is one of the best known equations in physics.,"Albert Einstein's famous equation, E equals M C squared, is one of the best-known equations in physics.",0.111111,1,0,1,17,6.8831,0.0000,True,
common_voice_en_17861335-common_voice_en_17861337,There are numerous advantages of using optical devices for computing.,There are numerous advantages of using optical devices for computing.,0.000000,0,0,0,10,4.3386,0.0000,True,
common_voice_en_17861489-common_voice_en_17861487,A white silk jacket goes with any shoes.,A white silk jacket goes with any shoes.,0.000000,0,0,0,8,3.1917,0.0000,True,
common_voice_en_17874600-common_voice_en_17874601,"The rainforests are depleted, we turned the planet into a waste ground.",The rainforests are depleted. We turn the planet into a waste ground.,0.083333,1,0,0,11,4.5387,0.0000,True,
common_voice_en_17874600-common_voice_en_17874602,"The rainforests are depleted, we turned the planet into a waste ground.",The rainforests are depleted. We turned the planet into a wasteland.,0.166667,1,1,0,10,4.5387,0.0000,True,
common_voice_en_17875915-common_voice_en_17875925,"An important difference is the amount of experiences, that is to say inputs.","An important difference is the amount of experiences, that is to say, inputs.",0.000000,0,0,0,13,5.1360,0.0000,True,
common_voice_en_17879420-common_voice_en_17879418,"The first concern is to patch the holes in the ship, then we can pump out the water.",The first concern is to patch the holes in the ship. Then we can pump out the water.,0.000000,0,0,0,18,4.9173,0.0000,True,
common_voice_en_17879420-common_voice_en_17879438,"The first concern is to patch the holes in the ship, then we can pump out the water.",The first concern is to patch the holes in the ship. Then we can pump out the water.,0.000000,0,0,0,18,4.9173,0.0000,True,
common_voice_en_17880926-common_voice_en_17880932,The recluse from Lithuania and his compatriot were making up stories about mermaids and fays.,The recluse from Lithuania and his compatriot were making up stories about mermaids and phaes.,0.066667,1,0,0,14,6.0320,0.0000,True,
common_voice_en_17889905-common_voice_en_17889907,The population was eighteen thousand four hundred and thirty two.,The population was eighteen thousand four hundred and thirty-two.,0.000000,0,0,0,4,4.3947,0.0000,True,
common_voice_en_17893247-common_voice_en_17893246,Samuel wrote in his testament that his grandchildren should inherit all his money.,Samuel wrote in his testament that his grandchildren should inherit all his money.,0.000000,0,0,0,13,4.3520,0.0000,True,
common_voice_en_17893247-common_voice_en_17893250,Samuel wrote in his testament that his grandchildren should inherit all his money.,Samuel wrote in his testament that his grandchildren should inherit all his money.,0.000000,0,0,0,13,4.3520,0.0000,True,
common_voice_en_17899910-common_voice_en_17899909,Cats and Dogs each hate the other.,"Cats and dogs, each hate the other.",0.000000,0,0,0,7,3.4072,0.0000,True,
common_voice_en_17920116-common_voice_en_17920112,Love does much but money does all.,"Love does much, but money does all.",0.000000,0,0,0,7,3.4653,0.0000,True,
common_voice_en_17986345-common_voice_en_17986347,"They walked in from the rain, all dishevelled and steaming.","They walked in from the rain, all dishevelled and steaming.",0.000000,0,0,0,10,4.6933,0.0000,True,
common_voice_en_18012457-common_voice_en_18012447,"The music, while technically a waltz, sounded more like a drunken tuba player falling into the orchestra's percussion section.","The music, while technically a waltz, sounded more like a drunken tuba player falling into the orchestra's percussion section.",0.000000,0,0,0,20,6.6640,0.0000,True,
common_voice_en_18012457-common_voice_en_18012464,"The music, while technically a waltz, sounded more like a drunken tuba player falling into the orchestra's percussion section.","The music, while technically a waltz, sounded more like a drunken tuba player falling into the orchestra's percussion section.",0.000000,0,0,0,20,6.6640,0.0000,True,
common_voice_en_18057869-common_voice_en_18057867,Strong cryptography can prevent a man in the middle from reading a conversation.,Strong cryptography can prevent a man-in-the-middle from reading a conversation.,0.000000,0,0,0,13,4.4882,0.0000,True,
common_voice_en_18070362-common_voice_en_18070351,The pipe ran almost the length of the ditch.,The pipe ran almost the length of the ditch.,0.000000,0,0,0,9,3.2197,0.0000,True,
common_voice_en_18105426-common_voice_en_18105428,"A true friend is someone who reaches for your hand, but touches your heart.","A true friend is someone who reaches for your hand, but touches your heart.",0.000000,0,0,0,14,4.5013,0.0000,True,
common_voice_en_18105426-common_voice_en_18105430,"A true friend is someone who reaches for your hand, but touches your heart.","A true friend is someone who reaches for your hand, but touches your heart.",0.000000,0,0,0,14,4.5013,0.0000,True,
common_voice_en_18177486-common_voice_en_18177492,The celebrations would last a month and include free games and free food.,The celebrations would last a month and include free games and free food.,0.000000,0,0,0,13,4.6880,0.0000,True,
common_voice_en_18177486-common_voice_en_18177499,The celebrations would last a month and include free games and free food.,The celebrations would last a month and include free games and free food.,0.000000,0,0,0,13,4.6880,0.0000,True,
common_voice_en_18187914-common_voice_en_18188853,Bitcoin mining can be done with graphics cards or with specialized hardware.,"Bitcoin mining can be done with graphics cards, or with specialized hardware.",0.000000,0,0,0,12,6.1051,0.0000,True,
common_voice_en_18200641-common_voice_en_18200765,We can describe the object's movement with a differential equation of second order.,We can describe the object's movement with a differential equation of second order.,0.000000,0,0,0,14,4.8267,0.0000,True,
common_voice_en_18200641-common_voice_en_18200790,We can describe the object's movement with a differential equation of second order.,We can describe the object's movement with a differential equation of second order.,0.000000,0,0,0,14,4.8267,0.0000,True,
common_voice_en_182275-common_voice_en_182276,"After writing a bug report, one should regularly check if someone responded.","After writing a bug report, one should regularly check if someone responded.",0.000000,0,0,0,12,4.8973,0.0000,True,
common_voice_en_18229682-common_voice_en_18229679,The fruit of a fig tree is apple shaped.,The fruit of a fig tree is apple-shaped.,0.000000,0,0,0,9,3.3051,0.0000,True,
common_voice_en_18229682-common_voice_en_18229695,The fruit of a fig tree is apple shaped.,The fruit of a fig tree is apple-shaped.,0.000000,0,0,0,9,3.3051,0.0000,True,
common_voice_en_18234333-common_voice_en_18234353,"Anna Austen asked about the acceptation of the word ""alliteration"".",Anna Austin asked about the acceptation of the word alliteration.,0.100000,1,0,0,9,4.8853,0.0000,True,
common_voice_en_18240348-common_voice_en_18240305,Writing sentences that will be read by hundreds of people makes me feel so powerful!,Writing sentences that will be read by hundreds of people makes me feel so powerful.,0.000000,0,0,0,15,4.8160,0.0000,True,
